cnt,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed
22,15/11/2011,4,0,11,0,0,2,1,0.56,0.5303,0.64,0.3582
10,15/11/2011,4,0,11,1,0,2,1,0.56,0.5303,0.6,0.2985
15,15/11/2011,4,0,11,2,0,2,1,0.56,0.5303,0.64,0.2537
4,15/11/2011,4,0,11,3,0,2,2,0.54,0.5152,0.68,0.3284
7,15/11/2011,4,0,11,4,0,2,1,0.56,0.5303,0.64,0.2985
28,15/11/2011,4,0,11,5,0,2,1,0.54,0.5152,0.68,0.2836
108,15/11/2011,4,0,11,6,0,2,2,0.56,0.5303,0.64,0.0896
319,15/11/2011,4,0,11,7,0,2,2,0.54,0.5152,0.68,0.1642
480,15/11/2011,4,0,11,8,0,2,2,0.54,0.5152,0.68,0.1045
200,15/11/2011,4,0,11,9,0,2,2,0.56,0.5303,0.64,0.0896
138,15/11/2011,4,0,11,10,0,2,2,0.56,0.5303,0.64,0.2836
134,15/11/2011,4,0,11,11,0,2,2,0.56,0.5303,0.64,0.194
176,15/11/2011,4,0,11,12,0,2,2,0.54,0.5152,0.68,0
153,15/11/2011,4,0,11,13,0,2,3,0.54,0.5152,0.6,0.2239
147,15/11/2011,4,0,11,14,0,2,2,0.54,0.5152,0.6,0.2836
191,15/11/2011,4,0,11,15,0,2,2,0.54,0.5152,0.6,0.1343
271,15/11/2011,4,0,11,16,0,2,2,0.52,0.5,0.68,0.1343
451,15/11/2011,4,0,11,17,0,2,2,0.5,0.4848,0.72,0.194
441,15/11/2011,4,0,11,18,0,2,2,0.5,0.4848,0.72,0.2836
286,15/11/2011,4,0,11,19,0,2,2,0.5,0.4848,0.72,0.3582
238,15/11/2011,4,0,11,20,0,2,2,0.48,0.4697,0.82,0.1343
168,15/11/2011,4,0,11,21,0,2,2,0.5,0.4848,0.77,0.0896
128,15/11/2011,4,0,11,22,0,2,2,0.46,0.4545,0.88,0.1045
80,15/11/2011,4,0,11,23,0,2,2,0.46,0.4545,0.94,0.1045
31,16/11/2011,4,0,11,0,0,3,2,0.46,0.4545,0.94,0
5,16/11/2011,4,0,11,1,0,3,3,0.46,0.4545,0.94,0.0896
10,16/11/2011,4,0,11,2,0,3,2,0.46,0.4545,0.94,0.1045
5,16/11/2011,4,0,11,3,0,3,2,0.46,0.4545,0.94,0.1045
4,16/11/2011,4,0,11,4,0,3,2,0.44,0.4394,1,0.2239
13,16/11/2011,4,0,11,5,0,3,3,0.46,0.4545,0.94,0.1045
56,16/11/2011,4,0,11,6,0,3,2,0.46,0.4545,0.94,0.0896
137,16/11/2011,4,0,11,7,0,3,3,0.46,0.4545,0.94,0
232,16/11/2011,4,0,11,8,0,3,3,0.46,0.4545,0.94,0
82,16/11/2011,4,0,11,9,0,3,3,0.46,0.4545,0.94,0
36,16/11/2011,4,0,11,10,0,3,3,0.46,0.4545,0.94,0
60,16/11/2011,4,0,11,11,0,3,3,0.46,0.4545,0.94,0.0896
54,16/11/2011,4,0,11,12,0,3,3,0.46,0.4545,1,0
58,16/11/2011,4,0,11,13,0,3,3,0.46,0.4545,0.94,0.1343
61,16/11/2011,4,0,11,14,0,3,2,0.46,0.4545,1,0.1343
66,16/11/2011,4,0,11,15,0,3,3,0.48,0.4697,0.94,0.1045
123,16/11/2011,4,0,11,16,0,3,3,0.48,0.4697,0.94,0.1045
233,16/11/2011,4,0,11,17,0,3,2,0.48,0.4697,0.88,0.194
189,16/11/2011,4,0,11,18,0,3,3,0.46,0.4545,0.88,0.3881
111,16/11/2011,4,0,11,19,0,3,3,0.46,0.4545,0.88,0.3881
99,16/11/2011,4,0,11,20,0,3,3,0.44,0.4394,0.88,0.3881
75,16/11/2011,4,0,11,21,0,3,3,0.44,0.4394,0.88,0.2836
46,16/11/2011,4,0,11,22,0,3,3,0.42,0.4242,0.88,0.2239
31,16/11/2011,4,0,11,23,0,3,3,0.42,0.4242,0.88,0.1343
24,17/11/2011,4,0,11,0,0,4,2,0.42,0.4242,0.88,0.2537
5,17/11/2011,4,0,11,1,0,4,2,0.42,0.4242,0.82,0.1642
5,17/11/2011,4,0,11,2,0,4,2,0.42,0.4242,0.82,0.2239
3,17/11/2011,4,0,11,3,0,4,2,0.42,0.4242,0.77,0.3284
4,17/11/2011,4,0,11,4,0,4,2,0.4,0.4091,0.62,0.4179
22,17/11/2011,4,0,11,5,0,4,3,0.34,0.303,0.71,0.3284
75,17/11/2011,4,0,11,6,0,4,3,0.36,0.3485,0.57,0.2239
168,17/11/2011,4,0,11,7,0,4,3,0.34,0.3182,0.61,0.2836
355,17/11/2011,4,0,11,8,0,4,3,0.34,0.303,0.61,0.2985
198,17/11/2011,4,0,11,9,0,4,2,0.34,0.303,0.61,0.3284
81,17/11/2011,4,0,11,10,0,4,2,0.34,0.303,0.61,0.3284
97,17/11/2011,4,0,11,11,0,4,3,0.32,0.303,0.66,0.3284
121,17/11/2011,4,0,11,12,0,4,2,0.34,0.303,0.53,0.2985
124,17/11/2011,4,0,11,13,0,4,2,0.34,0.303,0.49,0.4478
110,17/11/2011,4,0,11,14,0,4,2,0.34,0.303,0.49,0.3881
116,17/11/2011,4,0,11,15,0,4,2,0.34,0.303,0.49,0.4478
195,17/11/2011,4,0,11,16,0,4,1,0.32,0.2879,0.39,0.4179
399,17/11/2011,4,0,11,17,0,4,1,0.32,0.2879,0.42,0.3881
307,17/11/2011,4,0,11,18,0,4,1,0.32,0.3182,0.39,0.194
217,17/11/2011,4,0,11,19,0,4,1,0.3,0.2879,0.45,0.2239
169,17/11/2011,4,0,11,20,0,4,1,0.3,0.2879,0.42,0.2836
116,17/11/2011,4,0,11,21,0,4,1,0.3,0.2879,0.42,0.2537
84,17/11/2011,4,0,11,22,0,4,1,0.26,0.2424,0.52,0.2537
58,17/11/2011,4,0,11,23,0,4,1,0.26,0.2576,0.52,0.2239
30,18/11/2011,4,0,11,0,0,5,1,0.26,0.2576,0.48,0.1642
10,18/11/2011,4,0,11,1,0,5,1,0.26,0.2273,0.44,0.3284
10,18/11/2011,4,0,11,2,0,5,1,0.24,0.2273,0.44,0.2239
2,18/11/2011,4,0,11,3,0,5,1,0.24,0.2121,0.41,0.2836
5,18/11/2011,4,0,11,4,0,5,1,0.22,0.2273,0.44,0.1642
22,18/11/2011,4,0,11,5,0,5,1,0.22,0.2273,0.44,0.1343
71,18/11/2011,4,0,11,6,0,5,1,0.22,0.2576,0.44,0.0896
216,18/11/2011,4,0,11,7,0,5,1,0.22,0.2273,0.44,0.1642
375,18/11/2011,4,0,11,8,0,5,1,0.22,0.2273,0.44,0.194
213,18/11/2011,4,0,11,9,0,5,1,0.26,0.2576,0.41,0.194
115,18/11/2011,4,0,11,10,0,5,1,0.26,0.2424,0.41,0.2836
140,18/11/2011,4,0,11,11,0,5,1,0.3,0.303,0.36,0.1343
165,18/11/2011,4,0,11,12,0,5,1,0.32,0.3333,0.33,0
177,18/11/2011,4,0,11,13,0,5,1,0.34,0.3182,0.31,0.2239
154,18/11/2011,4,0,11,14,0,5,1,0.34,0.3333,0.31,0.1343
178,18/11/2011,4,0,11,15,0,5,1,0.34,0.3333,0.29,0.1343
209,18/11/2011,4,0,11,16,0,5,1,0.34,0.3333,0.29,0.1343
378,18/11/2011,4,0,11,17,0,5,1,0.32,0.3333,0.31,0.1343
328,18/11/2011,4,0,11,18,0,5,1,0.3,0.303,0.36,0.1642
190,18/11/2011,4,0,11,19,0,5,1,0.28,0.2727,0.41,0.1642
137,18/11/2011,4,0,11,20,0,5,1,0.28,0.2727,0.48,0.194
111,18/11/2011,4,0,11,21,0,5,1,0.28,0.2727,0.48,0.1642
97,18/11/2011,4,0,11,22,0,5,1,0.26,0.2727,0.52,0.1045
59,18/11/2011,4,0,11,23,0,5,1,0.26,0.2727,0.6,0.1343
53,19/11/2011,4,0,11,0,0,6,1,0.26,0.2576,0.56,0.194
35,19/11/2011,4,0,11,1,0,6,1,0.26,0.2273,0.52,0.2985
46,19/11/2011,4,0,11,2,0,6,1,0.24,0.2424,0.56,0.1642
15,19/11/2011,4,0,11,3,0,6,1,0.26,0.2424,0.48,0.2537
8,19/11/2011,4,0,11,4,0,6,1,0.26,0.2273,0.48,0.3284
2,19/11/2011,4,0,11,5,0,6,1,0.24,0.2273,0.56,0.2537
12,19/11/2011,4,0,11,6,0,6,1,0.24,0.2121,0.6,0.3284
41,19/11/2011,4,0,11,7,0,6,1,0.24,0.2273,0.6,0.2537
92,19/11/2011,4,0,11,8,0,6,1,0.26,0.2424,0.56,0.2537
142,19/11/2011,4,0,11,9,0,6,1,0.28,0.2576,0.52,0.2985
200,19/11/2011,4,0,11,10,0,6,1,0.32,0.303,0.45,0.2537
233,19/11/2011,4,0,11,11,0,6,1,0.36,0.3788,0.4,0
311,19/11/2011,4,0,11,12,0,6,1,0.4,0.4091,0.35,0.2836
363,19/11/2011,4,0,11,13,0,6,1,0.42,0.4242,0.3,0.2836
349,19/11/2011,4,0,11,14,0,6,1,0.42,0.4242,0.32,0.2985
382,19/11/2011,4,0,11,15,0,6,1,0.42,0.4242,0.41,0.194
287,19/11/2011,4,0,11,16,0,6,1,0.42,0.4242,0.38,0.2985
232,19/11/2011,4,0,11,17,0,6,1,0.4,0.4091,0.4,0.194
208,19/11/2011,4,0,11,18,0,6,1,0.38,0.3939,0.46,0.1343
182,19/11/2011,4,0,11,19,0,6,2,0.34,0.3333,0.71,0.1343
163,19/11/2011,4,0,11,20,0,6,2,0.36,0.3636,0.57,0.1045
108,19/11/2011,4,0,11,21,0,6,2,0.36,0.3485,0.62,0.194
106,19/11/2011,4,0,11,22,0,6,2,0.38,0.3939,0.62,0.1642
93,19/11/2011,4,0,11,23,0,6,1,0.38,0.3939,0.62,0.2239
93,20/11/2011,4,0,11,0,0,0,1,0.38,0.3939,0.66,0.1642
84,20/11/2011,4,0,11,1,0,0,1,0.4,0.4091,0.62,0.2537
56,20/11/2011,4,0,11,2,0,0,1,0.4,0.4091,0.62,0.2836
37,20/11/2011,4,0,11,3,0,0,2,0.4,0.4091,0.66,0.2836
12,20/11/2011,4,0,11,4,0,0,2,0.4,0.4091,0.71,0.2836
4,20/11/2011,4,0,11,5,0,0,2,0.42,0.4242,0.67,0.2836
9,20/11/2011,4,0,11,6,0,0,2,0.42,0.4242,0.67,0.2537
23,20/11/2011,4,0,11,7,0,0,1,0.42,0.4242,0.67,0.2239
65,20/11/2011,4,0,11,8,0,0,2,0.42,0.4242,0.71,0.2836
138,20/11/2011,4,0,11,9,0,0,1,0.44,0.4394,0.72,0.1642
229,20/11/2011,4,0,11,10,0,0,2,0.44,0.4394,0.72,0.1045
286,20/11/2011,4,0,11,11,0,0,2,0.5,0.4848,0.63,0.1045
304,20/11/2011,4,0,11,12,0,0,2,0.5,0.4848,0.63,0.1343
369,20/11/2011,4,0,11,13,0,0,2,0.54,0.5152,0.6,0.194
363,20/11/2011,4,0,11,14,0,0,1,0.52,0.5,0.63,0.2537
351,20/11/2011,4,0,11,15,0,0,2,0.52,0.5,0.68,0.194
306,20/11/2011,4,0,11,16,0,0,2,0.52,0.5,0.63,0.1343
203,20/11/2011,4,0,11,17,0,0,2,0.52,0.5,0.63,0.194
145,20/11/2011,4,0,11,18,0,0,2,0.54,0.5152,0.64,0.194
157,20/11/2011,4,0,11,19,0,0,2,0.5,0.4848,0.72,0.1045
113,20/11/2011,4,0,11,20,0,0,2,0.52,0.5,0.68,0.1045
105,20/11/2011,4,0,11,21,0,0,2,0.48,0.4697,0.77,0.0896
40,20/11/2011,4,0,11,22,0,0,3,0.46,0.4545,0.88,0.0896
28,20/11/2011,4,0,11,23,0,0,3,0.46,0.4545,0.88,0.0896
17,21/11/2011,4,0,11,0,0,1,2,0.46,0.4545,0.94,0
12,21/11/2011,4,0,11,1,0,1,3,0.46,0.4545,0.94,0.194
3,21/11/2011,4,0,11,2,0,1,3,0.44,0.4394,1,0.194
4,21/11/2011,4,0,11,3,0,1,3,0.44,0.4394,1,0.1343
5,21/11/2011,4,0,11,4,0,1,3,0.44,0.4394,1,0.1343
20,21/11/2011,4,0,11,5,0,1,2,0.44,0.4394,1,0
76,21/11/2011,4,0,11,6,0,1,2,0.42,0.4242,1,0
246,21/11/2011,4,0,11,7,0,1,2,0.46,0.4545,0.94,0.1642
391,21/11/2011,4,0,11,8,0,1,2,0.46,0.4545,0.94,0
237,21/11/2011,4,0,11,9,0,1,2,0.48,0.4697,0.94,0.1045
135,21/11/2011,4,0,11,10,0,1,2,0.52,0.5,0.83,0
128,21/11/2011,4,0,11,11,0,1,2,0.52,0.5,0.83,0.1045
162,21/11/2011,4,0,11,12,0,1,2,0.5,0.4848,0.77,0.1343
134,21/11/2011,4,0,11,13,0,1,2,0.5,0.4848,0.77,0.1343
135,21/11/2011,4,0,11,14,0,1,2,0.48,0.4697,0.82,0.194
108,21/11/2011,4,0,11,15,0,1,3,0.44,0.4394,0.94,0.2239
108,21/11/2011,4,0,11,16,0,1,3,0.44,0.4394,0.94,0.2239
210,21/11/2011,4,0,11,17,0,1,3,0.42,0.4242,0.94,0.2985
192,21/11/2011,4,0,11,18,0,1,3,0.42,0.4242,0.88,0.194
137,21/11/2011,4,0,11,19,0,1,3,0.4,0.4091,0.94,0.194
80,21/11/2011,4,0,11,20,0,1,3,0.4,0.4091,0.87,0.2239
114,21/11/2011,4,0,11,21,0,1,3,0.4,0.4091,0.87,0.1642
78,21/11/2011,4,0,11,22,0,1,3,0.4,0.4091,0.87,0.1343
33,21/11/2011,4,0,11,23,0,1,3,0.4,0.4091,0.87,0.1642
14,22/11/2011,4,0,11,0,0,2,3,0.38,0.3939,0.94,0.1045
6,22/11/2011,4,0,11,1,0,2,3,0.4,0.4091,0.94,0.1343
6,22/11/2011,4,0,11,2,0,2,3,0.38,0.3939,1,0.1045
3,22/11/2011,4,0,11,3,0,2,3,0.38,0.3939,1,0.1045
7,22/11/2011,4,0,11,4,0,2,3,0.38,0.3939,0.94,0.1642
18,22/11/2011,4,0,11,5,0,2,3,0.38,0.3939,0.94,0.1642
64,22/11/2011,4,0,11,6,0,2,2,0.38,0.3939,0.94,0.1045
121,22/11/2011,4,0,11,7,0,2,3,0.38,0.3939,0.94,0.2239
190,22/11/2011,4,0,11,8,0,2,3,0.38,0.3939,0.94,0.2239
149,22/11/2011,4,0,11,9,0,2,3,0.4,0.4091,0.94,0
52,22/11/2011,4,0,11,10,0,2,3,0.4,0.4091,0.94,0
32,22/11/2011,4,0,11,11,0,2,3,0.4,0.4091,0.94,0.1343
21,22/11/2011,4,0,11,12,0,2,3,0.4,0.4091,1,0.0896
26,22/11/2011,4,0,11,13,0,2,3,0.42,0.4242,1,0.0896
35,22/11/2011,4,0,11,14,0,2,3,0.42,0.4242,1,0.0896
34,22/11/2011,4,0,11,15,0,2,3,0.44,0.4394,0.94,0
62,22/11/2011,4,0,11,16,0,2,3,0.44,0.4394,0.94,0
165,22/11/2011,4,0,11,17,0,2,3,0.44,0.4394,1,0.0896
148,22/11/2011,4,0,11,18,0,2,3,0.44,0.4394,1,0
111,22/11/2011,4,0,11,19,0,2,3,0.46,0.4545,0.94,0.1045
127,22/11/2011,4,0,11,20,0,2,2,0.46,0.4545,1,0.2239
90,22/11/2011,4,0,11,21,0,2,2,0.46,0.4545,1,0.2537
87,22/11/2011,4,0,11,22,0,2,2,0.5,0.4848,0.94,0.194
39,22/11/2011,4,0,11,23,0,2,2,0.48,0.4697,0.94,0.2537
16,23/11/2011,4,0,11,0,0,3,2,0.48,0.4697,0.94,0.2537
8,23/11/2011,4,0,11,1,0,3,2,0.48,0.4697,0.94,0.2985
6,23/11/2011,4,0,11,2,0,3,3,0.5,0.4848,0.94,0.3582
3,23/11/2011,4,0,11,3,0,3,3,0.5,0.4848,0.94,0.3582
5,23/11/2011,4,0,11,4,0,3,3,0.52,0.5,0.88,0.3582
17,23/11/2011,4,0,11,5,0,3,2,0.46,0.4545,0.94,0.194
69,23/11/2011,4,0,11,6,0,3,2,0.44,0.4394,1,0
156,23/11/2011,4,0,11,7,0,3,2,0.46,0.4545,1,0.0896
323,23/11/2011,4,0,11,8,0,3,2,0.48,0.4697,0.94,0.1045
167,23/11/2011,4,0,11,9,0,3,2,0.52,0.5,0.94,0.194
76,23/11/2011,4,0,11,10,0,3,2,0.52,0.5,0.94,0.194
116,23/11/2011,4,0,11,11,0,3,2,0.5,0.4848,0.72,0.4179
160,23/11/2011,4,0,11,12,0,3,1,0.48,0.4697,0.55,0.4179
174,23/11/2011,4,0,11,13,0,3,2,0.44,0.4394,0.54,0.4925
213,23/11/2011,4,0,11,14,0,3,1,0.42,0.4242,0.54,0.4627
207,23/11/2011,4,0,11,15,0,3,2,0.42,0.4242,0.54,0.4478
173,23/11/2011,4,0,11,16,0,3,2,0.4,0.4091,0.62,0.4627
163,23/11/2011,4,0,11,17,0,3,3,0.38,0.3939,0.71,0.3881
145,23/11/2011,4,0,11,18,0,3,2,0.4,0.4091,0.58,0.5224
122,23/11/2011,4,0,11,19,0,3,1,0.38,0.3939,0.58,0.3881
68,23/11/2011,4,0,11,20,0,3,1,0.36,0.3333,0.62,0.3881
66,23/11/2011,4,0,11,21,0,3,1,0.36,0.3182,0.57,0.4627
62,23/11/2011,4,0,11,22,0,3,1,0.34,0.303,0.61,0.4478
51,23/11/2011,4,0,11,23,0,3,1,0.34,0.303,0.61,0.3582
23,24/11/2011,4,0,11,0,1,4,1,0.32,0.303,0.57,0.2239
24,24/11/2011,4,0,11,1,1,4,1,0.32,0.2879,0.57,0.4179
22,24/11/2011,4,0,11,2,1,4,1,0.3,0.2879,0.61,0.2836
5,24/11/2011,4,0,11,3,1,4,1,0.28,0.2879,0.65,0.1343
2,24/11/2011,4,0,11,4,1,4,1,0.3,0.3182,0.61,0.0896
11,24/11/2011,4,0,11,5,1,4,1,0.3,0.3182,0.61,0.1045
6,24/11/2011,4,0,11,6,1,4,1,0.3,0.3182,0.61,0.0896
40,24/11/2011,4,0,11,7,1,4,1,0.26,0.2727,0.75,0.1045
46,24/11/2011,4,0,11,8,1,4,1,0.3,0.3182,0.65,0.0896
81,24/11/2011,4,0,11,9,1,4,1,0.34,0.3485,0.61,0
98,24/11/2011,4,0,11,10,1,4,1,0.36,0.3788,0.57,0
142,24/11/2011,4,0,11,11,1,4,1,0.42,0.4242,0.41,0.2985
150,24/11/2011,4,0,11,12,1,4,1,0.46,0.4545,0.36,0.2239
175,24/11/2011,4,0,11,13,1,4,1,0.48,0.4697,0.33,0.2239
168,24/11/2011,4,0,11,14,1,4,1,0.5,0.4848,0.31,0.2985
149,24/11/2011,4,0,11,15,1,4,1,0.5,0.4848,0.31,0.2537
114,24/11/2011,4,0,11,16,1,4,1,0.5,0.4848,0.34,0.2836
74,24/11/2011,4,0,11,17,1,4,1,0.48,0.4697,0.33,0.1045
37,24/11/2011,4,0,11,18,1,4,1,0.42,0.4242,0.5,0.0896
28,24/11/2011,4,0,11,19,1,4,1,0.4,0.4091,0.54,0.1045
31,24/11/2011,4,0,11,20,1,4,1,0.36,0.3485,0.76,0.1642
26,24/11/2011,4,0,11,21,1,4,1,0.36,0.3485,0.71,0.1642
22,24/11/2011,4,0,11,22,1,4,1,0.36,0.3485,0.71,0.1642
21,24/11/2011,4,0,11,23,1,4,1,0.34,0.3485,0.76,0.1045
29,25/11/2011,4,0,11,0,0,5,1,0.34,0.3333,0.76,0.1642
14,25/11/2011,4,0,11,1,0,5,1,0.34,0.3636,0.76,0
10,25/11/2011,4,0,11,2,0,5,1,0.28,0.2879,0.81,0.1045
2,25/11/2011,4,0,11,3,0,5,1,0.28,0.2879,0.75,0.1045
7,25/11/2011,4,0,11,4,0,5,1,0.3,0.3182,0.75,0.1045
5,25/11/2011,4,0,11,5,0,5,1,0.28,0.3182,0.75,0
13,25/11/2011,4,0,11,6,0,5,1,0.26,0.2727,0.81,0.1045
35,25/11/2011,4,0,11,7,0,5,1,0.26,0.303,0.81,0
74,25/11/2011,4,0,11,8,0,5,1,0.26,0.2727,0.81,0.1343
95,25/11/2011,4,0,11,9,0,5,1,0.32,0.3485,0.76,0
142,25/11/2011,4,0,11,10,0,5,1,0.36,0.3485,0.71,0.1642
226,25/11/2011,4,0,11,11,0,5,1,0.4,0.4091,0.66,0.1045
272,25/11/2011,4,0,11,12,0,5,1,0.46,0.4545,0.51,0.1045
283,25/11/2011,4,0,11,13,0,5,1,0.5,0.4848,0.45,0.2239
272,25/11/2011,4,0,11,14,0,5,1,0.52,0.5,0.39,0.2239
310,25/11/2011,4,0,11,15,0,5,1,0.52,0.5,0.36,0.194
261,25/11/2011,4,0,11,16,0,5,1,0.5,0.4848,0.39,0.1642
184,25/11/2011,4,0,11,17,0,5,1,0.5,0.4848,0.34,0.1045
153,25/11/2011,4,0,11,18,0,5,1,0.46,0.4545,0.44,0.0896
134,25/11/2011,4,0,11,19,0,5,1,0.42,0.4242,0.67,0
95,25/11/2011,4,0,11,20,0,5,1,0.4,0.4091,0.58,0.0896
85,25/11/2011,4,0,11,21,0,5,1,0.36,0.3788,0.71,0
58,25/11/2011,4,0,11,22,0,5,1,0.34,0.3485,0.71,0.0896
33,25/11/2011,4,0,11,23,0,5,1,0.34,0.3485,0.76,0.1045
47,26/11/2011,4,0,11,0,0,6,1,0.34,0.3485,0.76,0.1045
29,26/11/2011,4,0,11,1,0,6,1,0.32,0.3333,0.76,0.0896
23,26/11/2011,4,0,11,2,0,6,1,0.3,0.3182,0.81,0.1045
17,26/11/2011,4,0,11,3,0,6,1,0.3,0.3333,0.81,0
4,26/11/2011,4,0,11,4,0,6,1,0.3,0.3333,0.81,0
3,26/11/2011,4,0,11,5,0,6,1,0.3,0.3182,0.75,0.1045
10,26/11/2011,4,0,11,6,0,6,2,0.3,0.3182,0.75,0.0896
17,26/11/2011,4,0,11,7,0,6,1,0.26,0.2727,0.87,0.1045
60,26/11/2011,4,0,11,8,0,6,1,0.32,0.3333,0.76,0.0896
83,26/11/2011,4,0,11,9,0,6,1,0.34,0.3485,0.76,0.0896
141,26/11/2011,4,0,11,10,0,6,1,0.36,0.3788,0.81,0
230,26/11/2011,4,0,11,11,0,6,1,0.4,0.4091,0.62,0.1045
309,26/11/2011,4,0,11,12,0,6,1,0.44,0.4394,0.51,0
325,26/11/2011,4,0,11,13,0,6,1,0.48,0.4697,0.44,0
299,26/11/2011,4,0,11,14,0,6,2,0.48,0.4697,0.48,0.1343
314,26/11/2011,4,0,11,15,0,6,2,0.5,0.4848,0.42,0.1045
275,26/11/2011,4,0,11,16,0,6,2,0.46,0.4545,0.47,0.1343
184,26/11/2011,4,0,11,17,0,6,2,0.46,0.4545,0.47,0.1343
185,26/11/2011,4,0,11,18,0,6,2,0.42,0.4242,0.62,0.1642
146,26/11/2011,4,0,11,19,0,6,2,0.4,0.4091,0.71,0.0896
141,26/11/2011,4,0,11,20,0,6,2,0.42,0.4242,0.58,0
92,26/11/2011,4,0,11,21,0,6,2,0.38,0.3939,0.82,0
65,26/11/2011,4,0,11,22,0,6,2,0.38,0.3939,0.76,0
69,26/11/2011,4,0,11,23,0,6,1,0.36,0.3788,0.81,0
46,27/11/2011,4,0,11,0,0,0,1,0.36,0.3788,0.81,0
44,27/11/2011,4,0,11,1,0,0,1,0.36,0.3788,0.81,0
31,27/11/2011,4,0,11,2,0,0,1,0.34,0.3636,0.81,0
17,27/11/2011,4,0,11,3,0,0,1,0.34,0.3636,0.87,0
4,27/11/2011,4,0,11,4,0,0,1,0.34,0.3485,0.87,0.1045
5,27/11/2011,4,0,11,5,0,0,1,0.36,0.3485,0.87,0.194
9,27/11/2011,4,0,11,6,0,0,1,0.38,0.3939,0.82,0.1642
23,27/11/2011,4,0,11,7,0,0,1,0.38,0.3939,0.87,0.2239
42,27/11/2011,4,0,11,8,0,0,1,0.4,0.4091,0.82,0.2985
111,27/11/2011,4,0,11,9,0,0,1,0.46,0.4545,0.72,0.2836
189,27/11/2011,4,0,11,10,0,0,1,0.46,0.4545,0.72,0.2836
240,27/11/2011,4,0,11,11,0,0,1,0.5,0.4848,0.63,0.3582
256,27/11/2011,4,0,11,12,0,0,1,0.54,0.5152,0.56,0.2836
313,27/11/2011,4,0,11,13,0,0,1,0.54,0.5152,0.6,0.194
313,27/11/2011,4,0,11,14,0,0,1,0.62,0.6212,0.43,0.4627
317,27/11/2011,4,0,11,15,0,0,1,0.62,0.6212,0.43,0.2836
323,27/11/2011,4,0,11,16,0,0,1,0.56,0.5303,0.52,0.2537
204,27/11/2011,4,0,11,17,0,0,1,0.54,0.5152,0.56,0.194
155,27/11/2011,4,0,11,18,0,0,1,0.5,0.4848,0.63,0.1642
139,27/11/2011,4,0,11,19,0,0,1,0.48,0.4697,0.67,0.2239
104,27/11/2011,4,0,11,20,0,0,1,0.5,0.4848,0.63,0.2537
88,27/11/2011,4,0,11,21,0,0,1,0.48,0.4697,0.67,0.2836
66,27/11/2011,4,0,11,22,0,0,1,0.48,0.4697,0.72,0.2537
32,27/11/2011,4,0,11,23,0,0,1,0.48,0.4697,0.72,0.2537
16,28/11/2011,4,0,11,0,0,1,1,0.46,0.4545,0.77,0.2836
13,28/11/2011,4,0,11,1,0,1,1,0.46,0.4545,0.77,0.2985
5,28/11/2011,4,0,11,3,0,1,1,0.44,0.4394,0.88,0.2239
4,28/11/2011,4,0,11,4,0,1,1,0.44,0.4394,0.82,0.0896
34,28/11/2011,4,0,11,5,0,1,1,0.4,0.4091,0.87,0
104,28/11/2011,4,0,11,6,0,1,1,0.42,0.4242,0.82,0.0896
277,28/11/2011,4,0,11,7,0,1,1,0.42,0.4242,0.88,0
407,28/11/2011,4,0,11,8,0,1,2,0.42,0.4242,0.94,0
208,28/11/2011,4,0,11,9,0,1,2,0.44,0.4394,0.88,0.2239
107,28/11/2011,4,0,11,10,0,1,2,0.48,0.4697,0.77,0.1343
118,28/11/2011,4,0,11,11,0,1,2,0.52,0.5,0.68,0.1045
178,28/11/2011,4,0,11,12,0,1,1,0.56,0.5303,0.6,0.1045
162,28/11/2011,4,0,11,13,0,1,2,0.58,0.5455,0.56,0
143,28/11/2011,4,0,11,14,0,1,1,0.6,0.6212,0.56,0
150,28/11/2011,4,0,11,15,0,1,1,0.58,0.5455,0.6,0.1642
264,28/11/2011,4,0,11,16,0,1,1,0.56,0.5303,0.6,0.194
468,28/11/2011,4,0,11,17,0,1,1,0.58,0.5455,0.56,0.194
416,28/11/2011,4,0,11,18,0,1,1,0.56,0.5303,0.64,0.2239
264,28/11/2011,4,0,11,19,0,1,1,0.54,0.5152,0.73,0.2239
218,28/11/2011,4,0,11,20,0,1,2,0.54,0.5152,0.73,0.2537
156,28/11/2011,4,0,11,21,0,1,2,0.54,0.5152,0.77,0.2239
109,28/11/2011,4,0,11,22,0,1,2,0.52,0.5,0.83,0.1045
46,28/11/2011,4,0,11,23,0,1,2,0.52,0.5,0.83,0.1343
22,29/11/2011,4,0,11,0,0,2,1,0.52,0.5,0.83,0
17,29/11/2011,4,0,11,1,0,2,1,0.52,0.5,0.83,0.0896
5,29/11/2011,4,0,11,2,0,2,2,0.5,0.4848,0.88,0
2,29/11/2011,4,0,11,3,0,2,2,0.5,0.4848,0.88,0
6,29/11/2011,4,0,11,4,0,2,2,0.52,0.5,0.83,0.3284
22,29/11/2011,4,0,11,5,0,2,1,0.5,0.4848,0.88,0.2836
89,29/11/2011,4,0,11,6,0,2,1,0.52,0.5,0.83,0.2836
342,29/11/2011,4,0,11,7,0,2,1,0.52,0.5,0.77,0.2239
449,29/11/2011,4,0,11,8,0,2,1,0.54,0.5152,0.77,0.2836
202,29/11/2011,4,0,11,9,0,2,3,0.56,0.5303,0.73,0.4179
36,29/11/2011,4,0,11,10,0,2,3,0.56,0.5303,0.73,0.4179
